代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	笔均量	笔换手	连涨天	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	换手Z	流通市值Z	市盈(TTM)	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	现均差%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	存货(亿)	应收帐款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
="000758"	中色股份	1.25	4.86	0.06	4.86	4.87	258717	2813	0.00	          1.31	4.90	4.98	4.84	4.80	    79.94	127013016	  1.02	铅锌	北京	2.92	4.91	107210	151507	  0.71	2981	1904	--  	2266300	          0.04	--  	--  	         19.69	         95.70亿	         95.71亿	  2.53	   3042	     85	        0.0004	1	-4.51	5.19	22.11	33.15	          1.98	         63.40亿	79.94	79.94	1.28	-- -- 				2.08	3.75	0.83	2.28	-0.82	-2.41	0.41	-1.03	20190423	19970416	         19.69	--  	--  	252.74	52.30	         42.02	62.68	153.22	34.42	34.57	108.51	40.35	37.71	9.55	148.02	128.63	3.25	0.45	3.89	2.48	1.20	0.62	22.11	27.43	15.09	124100.00	         10512	5.11万	-40.43	-4.05	          1.83	3.49	0.65	0.31	0.061㈣	          2.66	0.00	          0.48	          1.12	          1.39	         20.69	   2.29㈣	         13.10	          2.20	          0.81	0.06	6855	000758	--  	--  	--  	
="000759"	中百集团	0.52	7.78	0.04	7.78	7.79	34370	357	0.00	          0.50	7.73	7.84	7.72	7.74	    12.29	26762034	  0.80	超市连锁	湖北	1.55	7.79	15364	19005	  0.81	52	506	--  	272900	          0.02	--  	--  	          6.81	         52.95亿	         52.98亿	  1.80	   1197	     29	        0.0004	1	0.00	18.06	34.37	47.35	          1.67	         15.97亿	12.29	12.29	1.05	-- -- 				-0.13	1.29	-0.26	0.60	0.65	-0.77	0.78	-0.08	20190417	19970519	          6.81	--  	--  	80.04	33.88	          2.39	54.68	31.47	34.33	3.88	43.67	13.44	0.80	10.81	152.08	117.88	6.89	-0.07	6.30	4.37	4.31	0.29	12.23	5.91	1.73	23781.00	          8631	6.71万	537.06	0.02	          1.56	8.96	0.35	0.64	0.633㈣	          4.98	0.00	          1.59	          1.80	          0.87	         42.33	  12.72㈣	         22.49	          4.53	          2.83	0.00	22236	000759	--  	--  	--  	
="000760"	斯太尔	-6.71	3.20	-0.23	3.20	3.21	447943	4534	0.00	          6.84	3.34	3.34	3.09	3.43	--  	143810688	  0.73	汽车配件	湖北	7.29	3.21	246611	201331	  1.22	4184	2122	--  	966300	          0.06	--  	--  	          6.54	         20.94亿	         24.70亿	 -5.43	   3461	    129	        0.0020	-2	-9.10	4.23	-5.60	-2.74	          9.52	         15.06亿	--  	--  	1.04	-- -- 				-2.62	-2.62	-9.91	-6.40	-4.19	-4.19	3.56	-0.31	20190413	19970627	          7.72	--  	--  	19.14	14.82	          0.00	22.57	5.49	3.01	1.68	3.98	2.08	0.41	14.26	1.82	1.71	-3.55	0.02	-3.40	-3.41	-3.41	-3.54	-7.13	-2.75	-2.93	67562.00	          6967	2.23万	-605.72	49.28	          4.64	-8.99	13.55	0.00	-0.442㈢	          0.69	0.69	          1.85	         -0.92	         -0.36	         77.43	 -23.01㈢	          5.96	       -194.98	       -187.03	1.39	482	000760	--  	--  	--  	
="000761"	本钢板材	-2.73	3.92	-0.11	3.92	3.93	96415	1120	-0.24	          0.28	4.00	4.03	3.92	4.03	    13.98	38299044	  0.85	普钢	辽宁	2.73	3.97	55185	41230	  1.34	1340	139	--  	157600	          0.00	--  	--  	         34.75	        136.23亿	        151.91亿	 -1.45	   2650	     36	        0.0001	-3	-6.22	-6.22	14.29	16.67	          0.86	         43.90亿	15.87	14.66	0.86	跌破BOLL下轨				-0.74	0.00	-2.73	-1.43	-2.00	-2.73	0.00	-1.30	20190419	19980115	         38.75	          4.00	--  	600.65	194.05	          5.33	66.81	342.71	233.60	2.76	327.93	109.32	5.99	123.43	117.61	110.82	2.94	0.00	2.90	2.71	2.72	2.59	22.17	27.53	21.55	59625.00	         25492	9.99万	-22.54	1.03	          0.78	5.52	1.29	1.28	0.070㈠	          5.01	0.00	          3.19	          0.57	          0.71	         32.31	   1.40㈠	          5.77	          2.50	          2.31	0.03	19841	000761	--  	--  	--  	
="000762"	西藏矿业	-5.11	8.35	-0.45	8.35	8.36	127722	1281	-0.23	          2.45	8.50	8.63	8.30	8.80	--  	108257272	  0.64	小金属	西藏	3.75	8.48	73213	54508	  1.34	387	230	--  	2588300	          0.07	--  	--  	          5.21	         43.49亿	         43.49亿	 -3.83	   2328	     55	        0.0011	-2	-7.93	1.46	17.11	23.89	          3.06	         34.82亿	--  	125.89	1.14	跌破BOLL下轨				-3.41	-1.93	-5.68	-3.68	-1.76	-3.24	0.60	-1.43	20190426	19970708	          5.21	--  	--  	28.02	19.76	          4.22	14.42	16.96	3.50	3.56	3.52	1.77	1.39	15.83	5.00	4.45	-1.33	-0.03	-1.57	-1.97	-1.81	-1.65	-1.84	-0.61	-2.08	77202.00	          5401	4.51万	-623.88	-25.14	          2.20	-71.43	8.70	0.00	-0.347㈣	          3.79	0.00	          3.04	         -0.35	         -0.12	         70.51	  -9.16㈣	         10.86	        -26.61	        -36.21	0.00	1043	000762	--  	--  	--  	
="000766"	通化金马	-5.50	9.45	-0.55	9.45	9.46	267970	7684	-1.45	          4.56	10.00	10.00	9.38	10.00	    27.61	258703456	  0.63	中成药	吉林	6.20	9.65	148968	119002	  1.25	18	15	--  	1707000	          0.04	--  	--  	          5.88	         55.54亿	         91.33亿	 -4.22	   3721	     72	        0.0012	-2	-4.74	9.00	41.68	37.76	          6.03	         42.00亿	27.61	27.61	1.31	-- -- 				0.00	0.00	-6.20	-3.46	-5.50	-5.50	0.75	-2.04	20190419	19970430	          9.66	--  	--  	59.97	47.12	          0.36	20.83	16.99	7.84	3.05	7.70	4.40	6.37	36.42	20.95	3.41	4.08	0.32	4.09	3.29	3.31	2.05	-0.06	1.71	-0.48	42300.00	         10507	9.93万	28.30	37.67	          1.94	53.50	4.36	0.00	0.342㈣	          4.87	0.00	          3.77	         -0.01	          0.18	         78.57	   7.02㈣	         83.70	         19.47	         15.80	0.67	2130	000766	--  	--  	--  	
="000767"	漳泽电力	-2.03	2.90	-0.06	2.90	2.91	120411	866	-0.33	          0.41	2.97	2.98	2.90	2.96	   228.62	35211668	  0.59	火力发电	山西	2.70	2.92	63613	56797	  1.12	3760	747	--  	171700	          0.00	--  	--  	         29.12	         84.46亿	         89.23亿	 -0.75	   1909	     63	        0.0002	-2	-5.23	1.40	13.28	17.41	          0.73	         47.95亿	--  	--  	0.94	跌破BOLL下轨				0.34	0.68	-2.03	-1.21	-2.36	-2.68	0.00	-0.82	20190426	19970609	         30.77	--  	--  	501.47	75.56	          5.16	83.90	127.58	276.02	10.58	242.31	7.85	34.68	43.84	29.72	24.78	-0.02	0.04	0.09	0.08	0.10	-0.01	-1.01	8.65	-14.36	136221.00	         12138	3.52万	102.85	10.07	          1.18	10.32	3.00	0.00	0.003㈠	          2.46	0.00	          1.42	         -0.03	          0.28	         15.07	   0.13㈠	         16.64	         -0.06	          0.33	0.00	8729	000767	--  	--  	--  	
="000768"	中航飞机	-0.49	16.16	-0.08	16.15	16.16	147575	1717	0.06	          0.53	16.30	16.42	16.10	16.24	    80.18	240097856	  0.88	航空	陕西	1.97	16.27	69232	78342	  0.88	410	109	--  	1222500	          0.01	--  	--  	         27.69	        447.41亿	        447.41亿	  0.79	   3538	     42	        0.0002	-2	-3.23	-2.06	14.61	22.05	          1.13	        211.01亿	80.18	80.18	0.83	-- -- 				0.37	1.11	-0.86	0.18	-0.86	-1.58	0.37	-0.67	20190422	19970626	         27.69	--  	--  	478.97	160.48	         32.65	59.68	392.40	48.92	4.31	279.25	136.05	114.59	101.42	334.68	314.26	6.58	0.32	6.19	5.08	5.58	5.29	18.38	14.04	23.22	157481.00	          8291	13.40万	18.38	7.69	          2.79	31.87	1.34	0.62	0.202㈣	          5.80	0.00	          3.66	          0.66	          0.51	         33.50	   3.48㈣	          6.10	          1.96	          1.67	1.22	32599	000768	--  	--  	--  	
="000776"	广发证券	-0.19	15.75	-0.03	15.75	15.76	424620	6332	-0.37	          0.72	15.71	16.08	15.68	15.78	    27.91	671951232	  0.88	证券	广东	2.53	15.82	217859	206760	  1.05	2681	36	--  	4716700	          0.01	--  	--  	         59.19	        932.29亿	        932.29亿	  1.09	   4045	    105	        0.0002	-2	-2.65	3.62	18.24	24.21	          1.55	        430.31亿	27.91	27.91	1.35	-- -- 				-0.44	1.90	-0.63	0.28	0.25	-2.05	0.45	-0.47	20190329	19970611	         76.21	--  	         17.02	3891.06	850.18	         36.11	77.22	0.00	8.84	5.60	0.00	0.00	0.00	318.65	152.70	0.00	60.52	33.58	60.04	46.32	43.00	39.03	260.35	332.39	18.71	162586.00	         16804	26.47万	-49.97	-29.22	          1.41	3.61	7.86	0.00	0.564㈣	         11.16	0.00	          4.18	          3.42	          4.36	         21.85	   5.06㈣	--  	         39.64	         28.16	0.00	12179	000776	--  	--  	--  	
="000777"	中核科技	-0.21	14.47	-0.03	14.46	14.47	56886	345	0.00	          1.48	14.45	14.73	14.30	14.50	    53.87	82596312	  0.77	机械基件	江苏	2.97	14.52	27416	29469	  0.93	330	273	--  	410400	          0.01	--  	--  	          3.83	         55.48亿	         55.48亿	  1.07	   2253	     25	        0.0007	-2	-4.05	1.97	23.15	44.27	          2.04	         40.36亿	53.87	53.87	1.06	-- -- 				-0.34	1.59	-1.38	0.14	0.14	-1.77	1.19	-0.34	20190416	19970710	          3.83	--  	--  	22.56	13.57	          0.00	39.83	14.89	2.58	0.52	8.16	4.64	6.88	2.51	12.26	9.76	1.00	0.92	1.01	1.03	1.03	0.88	5.63	0.58	0.26	82643.00	          3375	4.88万	131.11	40.33	          4.09	96.40	4.52	0.62	0.269㈣	          3.54	0.00	          0.66	          1.47	          0.15	         60.17	   7.59㈣	         20.41	          8.12	          8.40	0.42	1126	000777	--  	--  	--  	
="000778"	新兴铸管	0.40	5.01	0.02	5.00	5.01	300333	1178	0.00	          0.77	5.00	5.04	4.98	4.99	     9.52	150383776	  0.79	钢加工	河北	1.20	5.01	162049	138283	  1.17	2981	1001	--  	434500	          0.00	--  	--  	         39.21	        196.45亿	        199.94亿	  1.68	   2858	    105	        0.0003	1	-1.76	0.60	16.24	16.24	          1.25	        120.03亿	9.52	9.52	0.76	-- -- 				0.20	1.00	-0.20	0.35	0.20	-0.60	0.60	0.06	20190402	19970606	         39.91	--  	--  	518.36	205.27	         11.80	58.12	266.64	161.87	18.69	251.95	56.86	16.92	85.96	405.47	332.88	33.76	-0.86	30.16	20.34	21.01	24.19	75.78	37.53	14.58	183300.00	         13070	6.55万	92.76	-1.99	          0.97	5.33	0.49	3.99	0.527㈣	          5.14	0.00	          2.15	          1.90	          0.94	         39.60	  10.24㈣	         17.90	          8.33	          5.18	2.61	15809	000778	--  	--  	--  	
="000779"	三毛派神	-3.73	12.13	-0.47	12.09	12.13	38055	483	0.25	          2.04	12.92	13.00	11.72	12.60	    20.86	46250984	  1.65	纺织	甘肃	10.16	12.15	22984	15071	  1.53	4	13	--  	1292000	          0.07	--  	--  	          1.86	         22.62亿	         46.13亿	 -2.45	   1643	     23	        0.0012	-2	-1.70	-6.55	37.53	39.91	          2.85	         16.21亿	18.12	19.44	0.41	跌破BOLL下轨				2.54	3.17	-6.98	-3.54	-6.11	-6.69	3.50	-0.19	20190416	19970528	          3.80	--  	--  	33.25	17.08	          0.09	48.38	16.64	10.55	3.00	14.13	1.42	6.96	10.92	4.75	3.33	0.55	0.01	0.64	0.55	0.55	0.42	2.02	-2.93	-10.76	16254.00	          8224	9.98万	45.58	19.40	          2.70	-15.72	9.71	0.00	0.145㈠	          4.49	0.00	          2.87	          0.53	         -0.77	         51.36	   3.24㈠	         30.03	         11.65	         11.63	0.04	4698	000779	--  	--  	--  	
="000780"	平庄能源	6.91	4.18	0.27	4.17	4.18	270388	1889	0.24	          2.67	3.96	4.30	3.92	3.91	--  	111736656	  1.19	煤炭开采	内蒙	9.72	4.13	130157	140231	  0.93	724	1843	--  	183000	          0.01	--  	--  	         10.14	         42.40亿	         42.40亿	  8.19	   2072	    130	        0.0013	1	-1.87	17.09	23.67	39.33	          6.91	         16.36亿	21.21	8.76	0.87	-- -- 				1.28	9.97	0.26	5.69	5.56	-2.79	6.63	1.22	20190426	19970606	         10.14	--  	--  	52.05	41.59	          0.00	20.10	34.36	6.97	7.12	9.52	0.40	5.47	14.39	22.24	15.67	-2.59	0.00	-2.64	-2.51	-2.51	-3.11	8.68	-2.00	-6.22	49499.00	          7906	3.30万	-151.89	-20.79	          1.02	-21.23	1.91	4.78	-0.247㈣	          4.10	0.00	          1.42	          0.86	         -0.20	         79.90	  -6.04㈣	         29.57	        -11.62	        -11.29	0.01	8740	000780	--  	--  	--  	
="000782"	美达股份	-0.20	5.11	-0.01	5.10	5.11	57375	1721	0.00	          1.29	5.10	5.13	4.99	5.12	    72.37	29019496	  0.84	化纤	广东	2.73	5.06	24472	32902	  0.74	22	540	--  	55600	          0.00	--  	--  	          4.46	         22.81亿	         26.99亿	  1.08	   1674	     34	        0.0008	-2	-5.73	-1.54	20.80	19.67	          1.54	         19.07亿	72.37	72.37	0.96	-- -- 				-0.39	0.20	-2.54	-1.21	0.20	-0.39	2.40	1.02	20190330	19970619	          5.28	--  	--  	28.93	14.38	          0.42	48.88	15.19	8.28	0.47	10.93	3.85	1.51	6.38	38.13	35.06	0.42	0.04	0.43	0.38	0.37	0.35	0.93	2.47	0.88	40814.00	          9145	4.67万	6.54	7.15	          1.88	10.91	0.71	0.39	0.071㈣	          2.72	0.00	          1.21	          0.18	          0.47	         49.69	   2.59㈣	          8.06	          1.10	          0.98	0.06	2862	000782	--  	--  	--  	
="000783"	长江证券	3.01	7.87	0.23	7.86	7.87	777215	11553	0.00	          1.41	7.64	7.97	7.61	7.64	   169.20	607368640	  1.25	证券	湖北	4.71	7.81	356114	421101	  0.85	2553	3082	--  	3761200	          0.01	--  	--  	         55.29	        435.17亿	        435.18亿	  4.29	   4402	    177	        0.0003	1	1.42	11.95	42.31	52.82	          1.96	        312.69亿	169.20	169.20	1.35	KDJ金叉				0.00	4.32	-0.39	2.29	3.01	-1.25	3.42	0.72	20190422	19970731	         55.30	--  	--  	994.95	265.47	          2.51	73.07	0.00	2.80	1.39	0.00	0.00	0.00	104.73	43.69	0.00	2.31	18.57	2.48	2.27	2.57	2.22	44.05	115.49	34.14	209200.00	         18993	14.95万	-83.35	-22.53	          1.70	3.77	9.96	0.25	0.047㈣	          4.63	4.63	          1.89	          0.80	          2.09	         26.68	   0.97㈣	--  	          5.29	          5.89	0.00	6262	000783	--  	--  	--  	
="000785"	武汉中商	-1.07	10.16	-0.11	10.15	10.16	43005	1021	0.30	          1.71	10.22	10.31	10.12	10.27	    20.24	43833152	  0.55	百货	湖北	1.85	10.19	26792	16213	  1.65	365	114	--  	467100	          0.03	--  	--  	          2.51	         25.51亿	         25.52亿	  0.21	   1427	     30	        0.0012	-2	-3.79	-4.51	37.48	55.59	          2.92	         14.98亿	6.11	7.14	0.63	-- -- 				-0.49	0.39	-1.46	-0.75	-0.59	-1.45	0.40	-0.32	20190213	19970711	          2.51	--  	--  	26.25	11.77	          1.57	49.17	11.60	6.19	0.40	11.01	2.19	0.88	0.74	29.49	22.84	1.80	0.05	1.79	1.29	0.95	0.49	6.15	0.70	-0.17	19515.00	          7557	7.68万	172.84	2.39	          2.17	36.37	0.87	1.97	0.376㈢	          4.68	0.00	          0.29	          2.45	          0.28	         44.83	   8.04㈢	         22.55	          6.09	          3.21	0.00	5208	000785	--  	--  	--  	
="000786"	北新建材	2.05	18.93	0.38	18.93	18.94	137816	1168	0.05	          0.97	18.45	18.98	18.34	18.55	    12.97	258974656	  1.23	其他建材	北京	3.45	18.79	63718	74097	  0.86	1230	276	--  	752800	          0.01	--  	--  	         14.14	        267.67亿	        319.82亿	  3.33	   3069	     45	        0.0003	1	-0.58	-2.32	22.76	37.57	          1.78	        146.69亿	12.97	12.97	1.12	-- -- 				-0.54	2.32	-1.13	1.30	2.60	-0.26	3.22	0.75	20190423	19970606	         16.90	--  	--  	179.08	142.83	          1.56	19.37	56.52	75.90	16.89	23.13	12.79	0.80	31.41	125.65	81.28	30.30	0.83	28.15	24.81	24.66	25.49	88.73	27.83	-0.50	58035.00	         13353	25.28万	5.20	12.55	          2.24	11.49	2.55	2.43	1.460㈣	          8.45	0.00	          1.86	          5.25	          1.65	         79.76	  17.27㈣	         35.32	         24.11	         19.63	3.66	10624	000786	--  	--  	--  	
="000788"	北大医药	-1.90	7.22	-0.14	7.21	7.22	100226	412	0.00	          1.68	7.37	7.41	7.12	7.36	    71.11	72850128	  1.05	化学制药	重庆	3.94	7.27	51013	49213	  1.04	349	413	--  	311000	          0.01	--  	--  	          5.96	         43.03亿	         43.03亿	 -0.62	   2233	     45	        0.0008	-2	-7.91	-9.64	36.48	38.31	          2.82	         25.65亿	94.19	95.25	0.98	空头排列				0.14	0.68	-3.26	-1.24	-2.04	-2.56	1.40	-0.66	20190416	19970616	          5.96	--  	--  	21.66	12.29	         -0.05	43.50	19.23	1.46	0.03	9.40	2.31	7.73	1.99	4.87	2.72	0.18	-0.02	0.19	0.15	0.15	0.15	3.93	1.13	1.27	53225.00	          6675	4.82万	3.46	-7.16	          3.50	37.97	8.84	0.28	0.025㈠	          2.06	0.00	          0.33	          0.66	          0.19	         56.74	   1.23㈠	         44.16	          3.73	          3.11	0.01	805	000788	--  	--  	--  	
="000789"	万年青	-4.91	14.14	-0.73	14.13	14.14	228740	2296	-0.27	          3.73	14.37	14.44	13.91	14.87	     9.96	325133184	  1.40	水泥	江西	3.56	14.21	131969	96770	  1.36	74	1440	--  	4891500	          0.10	--  	--  	          6.13	         86.73亿	         86.73亿	 -3.63	   3199	     72	        0.0012	-2	-6.61	-4.14	27.73	29.84	          6.50	         49.79亿	7.62	7.62	0.71	跌破BOLL下轨				-3.36	-2.89	-6.46	-4.41	-1.60	-2.08	1.65	-0.50	20190426	19970923	          6.13	--  	--  	100.12	42.48	         22.21	35.39	44.52	37.67	7.86	28.76	5.61	6.94	2.41	18.41	12.54	4.56	0.00	4.53	3.59	2.18	2.15	31.33	0.20	-0.38	39894.00	          8827	12.48万	-3.40	6.73	          2.04	425.28	4.71	5.66	0.355㈠	          6.93	0.00	          0.39	          5.11	          0.03	         42.43	   5.13㈠	         31.87	         24.78	         11.83	0.01	7154	000789	--  	--  	--  	
="000790"	泰合健康	-4.58	5.63	-0.27	5.62	5.63	153389	3120	-0.52	          2.74	5.88	5.95	5.62	5.90	   101.21	87962904	  0.76	中成药	四川	5.59	5.73	96016	57373	  1.67	880	95	--  	249300	          0.01	--  	--  	          5.60	         31.52亿	         31.55亿	 -3.30	   1856	     83	        0.0015	-3	-8.75	3.30	27.95	38.67	          3.56	         24.23亿	101.21	101.21	1.02	KDJ死叉				-0.34	0.85	-4.75	-2.80	-4.25	-5.38	0.18	-1.77	20190422	19980327	          5.60	--  	--  	10.84	8.36	          0.00	22.93	7.87	1.87	0.19	2.35	0.80	3.02	0.40	6.33	2.19	0.43	0.01	0.43	0.31	0.31	0.28	1.30	1.08	-0.84	43880.00	          9810	5.52万	-81.84	7.19	          3.78	29.28	4.98	0.53	0.056㈣	          1.49	0.00	          0.07	          0.23	          0.19	         77.07	   3.73㈣	         65.36	          6.84	          4.92	0.27	702	000790	--  	--  	--  	
="000791"	甘肃电投	-2.73	4.27	-0.12	4.27	4.28	133316	2857	0.00	          0.98	4.37	4.37	4.24	4.39	--  	57075852	  0.89	水力发电	甘肃	2.96	4.28	78523	54793	  1.43	86	224	--  	151200	          0.01	--  	--  	         13.60	         58.05亿	         58.05亿	 -1.45	   1781	     75	        0.0006	-2	-8.96	-3.42	21.26	21.75	          2.62	         21.74亿	11.97	11.97	1.02	-- -- 				-0.46	-0.46	-3.42	-2.48	-2.29	-2.29	0.71	-0.26	20190426	19971014	         13.60	--  	--  	189.75	59.92	          1.76	67.50	20.39	147.47	2.11	15.83	0.07	8.64	38.12	3.60	2.59	-0.26	0.17	-0.26	-0.30	-0.29	-0.29	10.85	3.35	0.96	55308.00	          9207	3.93万	68.67	16.58	          0.97	17.32	16.14	2.51	-0.021㈠	          4.41	0.00	          2.80	          0.80	          0.25	         31.58	  -0.49㈠	         28.12	         -7.27	         -8.11	0.00	2081	000791	--  	--  	--  	
="000792"	盐湖股份	-7.28	7.01	-0.55	7.01	7.02	728874	6307	0.14	          2.65	7.36	7.46	6.80	7.56	--  	515686368	  1.43	化工原料	青海	8.73	7.08	437739	291135	  1.50	185	1577	--  	5467000	          0.06	--  	--  	         27.50	        192.77亿	        195.30亿	 -6.00	   4325	    169	        0.0006	-1	2.64	5.73	11.98	0.43	          5.82	         87.74亿	--  	--  	0.95	MACD死叉				-2.65	-1.32	-10.05	-6.41	-4.76	-6.03	3.09	-0.86	20190422	19970904	         27.86	--  	--  	784.08	189.06	         22.92	72.96	144.29	495.55	11.45	307.99	30.94	5.97	94.78	126.29	90.96	-9.36	16.68	-9.36	-11.35	-12.13	-29.05	30.75	51.19	-21.87	89289.00	         14019	9.83万	-41.21	65.10	          1.17	3.82	1.55	0.00	-0.436㈢	          6.00	6.00	          3.40	          1.10	          1.84	         24.11	  -6.42㈢	         27.98	         -7.41	         -9.61	1.05	17440	000792	--  	--  	--  	
="000793"	华闻传媒	-1.99	3.95	-0.08	3.95	3.96	411594	13381	-0.49	          2.12	4.04	4.07	3.95	4.03	   257.86	164405392	  0.82	出版业	海南	2.98	3.99	224484	187109	  1.20	622	2050	--  	917100	          0.01	--  	--  	         19.39	         76.59亿	         78.89亿	 -0.71	   2688	    153	        0.0008	-2	-7.28	-11.43	25.00	33.00	          2.66	         61.22亿	--  	28.47	1.42	空头排列				0.25	0.99	-1.99	-0.88	-2.23	-2.95	0.00	-1.10	20190423	19970729	         19.97	--  	--  	182.87	97.62	          7.49	42.52	55.92	5.73	1.95	32.04	6.49	12.80	37.74	24.35	17.95	0.74	2.28	0.87	0.51	0.23	-1.67	35.97	-9.81	-16.94	97222.00	         15942	6.30万	-94.70	8.40	          0.81	-8.04	3.24	0.38	0.011㈢	          4.89	0.00	          1.89	          1.80	         -0.49	         53.38	   0.24㈢	         26.29	          3.02	          0.94	0.16	5181	000793	--  	--  	--  	
="000795"	英洛华	-5.51	4.80	-0.28	4.79	4.80	227675	5283	-0.40	          2.57	5.00	5.03	4.80	5.08	    43.33	111583064	  0.91	矿物制品	山西	4.53	4.90	141121	86554	  1.63	870	766	--  	1157000	          0.05	--  	--  	          8.86	         42.55亿	         54.42亿	 -4.23	   2389	     95	        0.0011	-3	-9.60	-2.44	23.08	34.45	          4.46	         24.50亿	43.06	48.52	0.77	跌破BOLL下轨				-1.57	-0.98	-5.51	-3.52	-4.00	-4.57	0.00	-1.99	20190425	19970808	         11.34	--  	--  	27.86	22.18	          0.33	19.22	19.51	5.97	1.24	4.76	4.68	5.75	10.72	4.87	3.86	0.36	0.09	0.36	0.30	0.31	0.29	-0.35	-0.37	-0.32	90054.00	          5668	2.72万	82.84	25.60	          2.45	-145.64	11.17	0.00	0.028㈠	          1.96	0.00	          0.95	         -0.03	         -0.03	         79.61	   1.42㈠	         20.86	          7.41	          6.45	0.25	3084	000795	--  	--  	--  	
="000796"	凯撒旅游	-2.79	9.05	-0.26	9.05	9.06	66989	603	-0.32	          0.83	9.32	9.49	8.83	9.31	    17.49	61325096	  1.07	旅游服务	陕西	7.09	9.15	35291	31697	  1.11	478	428	--  	66200	          0.00	--  	--  	          8.03	         72.63亿	         72.67亿	 -1.51	   1955	     34	        0.0004	-2	-5.53	11.18	34.07	36.30	          2.29	         26.46亿	37.69	32.93	0.99	-- -- 				0.11	1.93	-5.16	-1.67	-2.90	-4.64	2.49	-1.12	20190213	19970703	          8.03	--  	--  	63.42	23.38	          2.10	59.82	38.82	2.47	1.32	29.20	0.18	12.86	6.46	69.27	56.61	4.23	0.05	4.29	3.49	3.12	3.04	8.17	-1.64	-12.01	38127.00	          7669	6.94万	-8.22	11.02	          3.11	-44.41	1.05	0.00	0.380㈢	          2.91	0.00	          0.80	          1.02	         -0.20	         36.87	  13.33㈢	         18.28	          6.11	          4.50	0.00	6730	000796	--  	--  	--  	
="000797"	中国武夷	-1.34	5.16	-0.07	5.15	5.16	52875	395	0.19	          0.41	5.23	5.27	5.14	5.23	    22.15	27435410	  0.81	全国地产	福建	2.49	5.19	29820	23054	  1.29	210	1494	--  	238000	          0.01	--  	--  	         12.99	         67.05亿	         67.60亿	 -0.06	   1097	     48	        0.0004	-2	-6.70	-7.53	3.20	13.41	          0.88	         31.09亿	22.15	22.15	1.08	EXPMA死叉				0.00	0.76	-1.72	-0.79	-1.34	-2.09	0.39	-0.55	20190422	19970715	         13.10	--  	--  	158.00	56.22	          2.10	63.09	142.26	9.08	0.87	73.33	99.03	14.94	24.94	48.68	36.85	6.44	0.02	6.37	4.26	3.05	3.03	9.59	-10.85	-21.12	29200.00	         20635	10.65万	22.18	16.68	          1.35	-6.23	1.39	1.16	0.210㈣	          3.83	3.83	          1.90	          0.73	         -0.83	         35.58	   5.43㈣	         24.29	         13.23	          6.27	0.00	3819	000797	--  	--  	--  	
="000798"	中水渔业	-9.25	6.38	-0.65	6.37	6.38	62775	822	-0.77	          1.97	6.91	6.91	6.33	7.03	--  	40686984	  1.56	渔业	北京	8.25	6.48	40399	22376	  1.81	22	64	--  	425000	          0.05	--  	--  	          3.19	         20.38亿	         20.38亿	 -7.97	   1501	     42	        0.0013	-1	-9.64	-5.62	11.15	22.69	          4.82	          8.32亿	121.62	35.61	0.94	跌破BOLL下轨				-1.71	-1.71	-9.96	-7.80	-7.67	-7.67	0.79	-1.44	20190419	19980212	          3.19	--  	--  	9.79	7.19	          0.47	21.77	3.98	2.94	0.14	1.79	1.68	0.29	4.41	1.04	0.93	-0.22	-0.13	-0.23	-0.23	-0.22	-0.21	-0.89	-0.09	-0.07	19038.00	          6846	4.37万	-219.69	-14.39	          2.84	-239.32	19.53	0.00	-0.069㈠	          2.25	0.00	          1.38	         -0.28	         -0.03	         73.39	  -3.07㈠	         10.93	        -21.27	        -21.13	0.00	1331	000798	--  	--  	--  	
