代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	笔均量	笔换手	连涨天	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	换手Z	流通市值Z	市盈(TTM)	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	现均差%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	存货(亿)	应收帐款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
="000799"	酒鬼酒	1.41	23.77	0.33	23.77	23.78	103140	492	-0.07	          3.17	23.19	24.00	23.10	23.44	    34.68	244642208	  1.04	白酒	湖南	3.84	23.72	48684	54456	  0.89	1	87	--  	2010600	          0.04	--  	--  	          3.25	         77.24亿	         77.24亿	  2.69	   3445	     30	        0.0009	1	-4.99	-2.82	37.00	48.75	          4.60	         53.29亿	34.68	34.68	0.93	-- -- 				-1.07	2.39	-1.45	1.19	2.50	-0.96	2.90	0.22	20190330	19970718	          3.25	--  	--  	28.70	21.80	          0.00	24.06	20.95	4.79	0.96	6.80	8.22	0.06	11.61	11.87	2.51	2.95	0.18	2.99	2.23	2.23	1.95	4.67	2.12	2.66	67496.00	          3322	7.90万	26.45	35.13	          3.50	36.39	6.51	0.63	0.685㈣	          6.78	6.78	          3.57	          1.44	          0.65	         75.94	  10.22㈣	         78.83	         24.83	         18.76	0.04	1409	000799	--  	--  	--  	
="000800"	一汽轿车	-4.29	10.72	-0.48	10.71	10.72	395421	6884	-0.36	          2.80	11.10	11.13	10.50	11.20	   112.54	428490336	  0.56	汽车整车	吉林	5.63	10.84	210470	184951	  1.14	648	105	--  	2311000	          0.03	--  	--  	         14.12	        151.34亿	        174.47亿	 -3.01	   3509	    113	        0.0008	-2	-7.67	27.01	51.84	61.93	          5.17	         81.96亿	112.54	112.54	1.09	阶段放量				-0.89	-0.62	-6.25	-3.25	-3.42	-3.68	2.10	-1.04	20190422	19970618	         16.28	--  	--  	186.28	80.75	          0.83	56.21	98.46	43.01	6.50	95.29	21.89	15.44	24.89	262.44	209.54	4.57	6.52	2.57	2.27	1.55	1.79	29.54	0.85	-7.84	94159.00	          8119	8.70万	-44.88	-5.94	          2.16	204.79	0.66	0.28	0.095㈣	          4.96	0.00	          1.53	          1.82	          0.05	         43.35	   1.92㈣	         20.16	          1.74	          0.59	4.63	6871	000800	--  	--  	--  	
="000801"	四川九洲	0.45	6.63	0.03	6.63	6.64	113386	1925	-0.44	          1.11	6.60	6.74	6.60	6.60	   221.06	75638184	  0.64	通信设备	四川	2.12	6.67	58068	55318	  1.05	77	791	--  	286400	          0.01	--  	--  	         10.23	         67.81亿	         67.81亿	  1.73	   2014	     56	        0.0006	1	-5.02	2.00	30.51	53.12	          2.12	         35.53亿	145.36	930.79	1.13	-- -- 				0.00	2.12	0.00	1.07	0.45	-1.63	0.45	-0.62	20190213	19980506	         10.23	--  	--  	52.44	23.37	          0.23	54.99	46.34	3.48	0.36	26.75	8.06	25.53	2.77	24.98	20.80	0.24	-0.01	0.28	0.21	0.23	-0.18	9.75	-0.93	-0.02	54422.00	          9847	6.53万	240.64	17.60	          2.82	-72.82	2.71	0.30	0.022㈢	          2.35	2.35	          0.27	          0.95	         -0.09	         44.56	   0.98㈢	         16.74	          0.98	          0.92	1.71	4794	000801	--  	--  	--  	
="000802"	北京文化	-1.49	11.87	-0.18	11.86	11.87	63656	1438	-0.16	          1.03	12.00	12.14	11.86	12.05	    26.08	76176096	  0.72	影视音像	北京	2.32	11.97	36778	26878	  1.37	271	310	--  	442800	          0.01	--  	--  	          6.20	         73.65亿	         84.98亿	 -0.21	   2150	     30	        0.0005	-2	-4.27	-4.66	-3.65	7.23	          2.06	         36.72亿	26.08	26.08	0.55	空头排列				-0.41	0.75	-1.58	-0.69	-1.08	-2.22	0.08	-0.80	20190410	19980108	          7.16	--  	--  	66.40	50.89	          0.20	23.07	44.11	0.26	0.41	15.28	8.25	8.26	31.76	12.05	5.89	4.17	0.07	4.16	3.24	3.26	3.10	11.13	0.90	-3.01	59090.00	          5236	6.21万	4.99	-8.78	          1.67	94.50	7.05	0.51	0.455㈣	          7.11	0.00	          4.44	          1.56	          0.13	         76.63	   6.40㈣	         51.09	         34.63	         27.04	0.00	671	000802	--  	--  	--  	
="000803"	金宇车城	2.22	16.15	0.35	16.10	16.15	35948	277	0.94	          2.81	15.97	16.50	15.46	15.80	--  	57673812	  4.41	纺织	四川	6.58	16.04	14180	21767	  0.65	50	82	--  	12280900	          1.18	--  	--  	          1.28	         20.63亿	         20.63亿	  3.50	   1065	     34	        0.0026	3	7.38	8.39	29.51	32.27	          5.50	         10.56亿	--  	253.43	0.75	KDJ金叉				1.08	4.43	-2.15	1.54	1.13	-2.12	4.46	0.67	20190419	19980303	          1.28	--  	--  	10.87	0.69	          0.80	86.24	5.43	0.76	0.58	8.09	1.17	0.00	0.20	0.05	0.05	-0.23	0.00	-0.23	-0.23	-0.17	-0.17	-1.08	0.64	-0.90	5364.00	         12187	19.68万	-267.14	-92.27	         29.73	32.00	444.87	0.00	-0.133㈠	          0.54	0.00	          0.16	         -0.84	          0.50	          6.39	 -24.49㈠	          2.55	       -502.57	       -366.57	0.01	251	000803	--  	--  	--  	
="000806"	ST银河	0.26	3.92	0.01	3.91	3.92	238818	3014	0.00	          3.42	3.84	3.99	3.82	3.91	--  	93365624	  0.59	生物制药	广西	4.35	3.91	119840	118978	  1.01	2376	2355	--  	607900	          0.03	--  	--  	          6.98	         27.38亿	         43.12亿	  1.54	   2352	    102	        0.0015	1	-9.68	-41.75	-10.09	1.03	          4.10	         22.81亿	--  	421.57	0.59	-- -- 				-1.79	2.05	-2.30	-0.01	2.08	-1.75	2.62	0.27	20190213	19980416	         11.00	--  	--  	32.39	19.89	          0.62	36.66	22.90	3.08	1.50	7.52	4.52	6.26	10.94	5.79	4.43	-1.37	0.02	-1.33	-1.25	-1.16	-1.26	-3.18	-3.47	-1.81	105000.00	          5543	2.17万	-4687.60	-28.47	          3.09	-12.43	7.45	0.00	-0.106㈢	          1.27	1.27	          0.99	         -0.29	         -0.32	         61.41	  -5.85㈢	         23.45	        -23.66	        -20.10	0.32	2206	000806	--  	--  	--  	
="000807"	云铝股份	-5.37	5.29	-0.30	5.28	5.29	918269	8167	-0.18	          3.78	5.50	5.55	5.22	5.59	--  	492621696	  1.11	铝	云南	5.90	5.36	477739	440530	  1.08	2596	1218	--  	5224500	          0.06	--  	--  	         24.30	        128.53亿	        137.90亿	 -4.09	   3898	    236	        0.0010	-3	-8.96	12.55	24.76	36.34	          6.13	         79.18亿	--  	--  	1.35	-- -- 				-1.61	-0.72	-6.62	-4.03	-3.82	-4.68	1.34	-1.34	20190330	19980408	         26.07	--  	--  	375.21	82.64	          9.51	75.44	98.30	196.76	16.56	211.99	40.06	3.08	64.40	216.89	201.45	-17.91	0.16	-17.98	-17.46	-14.66	-14.93	-11.39	3.37	-0.82	153334.00	          9762	5.16万	-323.14	-1.99	          1.67	40.88	0.64	0.00	-0.562㈣	          3.17	0.00	          2.47	         -0.44	          0.13	         22.03	 -17.74㈣	          7.12	         -8.26	         -6.76	0.27	11186	000807	--  	--  	--  	
="000809"	铁岭新城	-2.41	2.83	-0.07	2.83	2.84	88558	1307	-0.34	          1.07	2.90	2.91	2.83	2.90	   153.28	25512148	  0.90	区域地产	辽宁	2.76	2.88	47248	41310	  1.14	2504	715	--  	220100	          0.01	--  	--  	          8.25	         23.34亿	         23.34亿	 -1.13	   1678	     53	        0.0006	-2	-7.81	0.00	13.65	20.43	          1.63	         15.34亿	30.71	23.09	1.04	跌破BOLL下轨				0.00	0.34	-2.41	-0.66	-2.41	-2.75	0.00	-1.75	20190413	19980616	          8.25	--  	--  	58.55	31.16	          0.00	46.78	54.97	2.03	0.27	10.15	53.65	0.35	0.32	1.04	0.76	0.21	0.00	0.21	0.11	0.11	0.07	20.63	1.06	-0.78	29576.00	         18323	5.19万	-68.72	64.70	          0.73	22.11	22.46	0.00	0.014㈢	          3.88	3.88	          0.04	          2.50	          0.13	         53.22	   0.37㈢	         26.68	         20.50	         10.99	0.00	166	000809	--  	--  	--  	
="000810"	创维数字	-1.93	10.15	-0.20	10.15	10.16	106655	1770	-0.09	          1.10	10.31	10.49	10.06	10.35	    23.19	109584960	  0.64	家用电器	四川	4.15	10.27	54564	52091	  1.05	357	186	--  	278400	          0.01	--  	--  	          9.71	         98.53亿	        109.02亿	 -0.65	   2737	     39	        0.0004	-2	-5.14	-13.25	62.92	82.55	          2.76	         39.20亿	28.73	33.24	0.75	-- -- 				-0.39	1.35	-2.80	-0.73	-1.55	-3.24	0.89	-1.20	20190423	19980602	         10.74	--  	--  	86.57	31.49	          1.57	61.81	72.18	7.81	1.78	51.91	11.82	46.52	4.34	20.51	16.38	1.20	0.01	1.21	1.13	1.18	0.99	17.25	-4.62	-1.46	64040.00	          6030	6.12万	78.13	7.72	          3.46	-23.61	5.32	0.00	0.109㈠	          2.93	0.00	          0.40	          1.61	         -0.43	         36.38	   3.73㈠	         20.16	          5.85	          5.73	1.08	5954	000810	--  	--  	--  	
="000811"	冰轮环境	-4.96	9.00	-0.47	8.99	9.00	217139	4180	-0.43	          3.33	9.45	9.45	8.91	9.47	     8.74	199024704	  0.82	工程机械	山东	5.70	9.17	122665	94473	  1.30	320	176	--  	568900	          0.02	--  	--  	          6.53	         58.77亿	         58.77亿	 -3.68	   2831	     77	        0.0012	-2	-13.54	3.09	60.71	74.08	          6.37	         30.66亿	20.82	20.82	1.35	高位回落				-0.21	-0.21	-5.91	-3.21	-4.76	-4.76	1.01	-1.75	20190426	19980528	          6.53	--  	--  	62.76	31.06	          1.44	48.21	34.28	7.04	2.25	21.14	6.49	12.47	0.40	8.47	6.12	2.05	-0.00	2.06	1.70	1.68	0.23	21.58	-1.84	0.33	30432.00	         11196	10.08万	842.33	33.65	          1.95	-31.99	6.94	0.56	0.257㈠	          4.61	4.61	          0.06	          3.30	         -0.28	         49.50	   5.41㈠	         27.79	         24.25	         19.85	0.25	1338	000811	--  	--  	--  	
="000812"	陕西金叶	6.70	4.78	0.30	4.77	4.78	277225	10668	1.27	          4.14	4.48	4.82	4.48	4.48	   110.21	130251632	  1.86	广告包装	陕西	7.59	4.70	134273	142951	  0.94	1501	460	--  	221100	          0.01	--  	--  	          6.69	         31.99亿	         36.74亿	  7.98	   2354	    118	        0.0018	1	-0.01	3.24	18.02	38.15	          4.97	         26.66亿	81.79	135.23	1.12	-- -- 				0.00	7.59	0.00	4.88	6.70	-0.83	6.70	1.82	20190413	19980623	          7.69	--  	--  	23.95	13.63	          0.43	41.29	8.93	7.26	0.92	7.89	2.92	2.07	1.93	6.69	4.47	0.41	0.04	0.41	0.26	0.25	0.23	2.85	0.71	-1.22	52212.00	         10683	5.11万	244.86	30.18	          2.68	51.58	5.50	0.42	0.033㈢	          1.78	1.78	          0.25	          0.37	          0.09	         56.91	   1.83㈢	         33.12	          6.11	          3.74	0.17	1680	000812	--  	--  	--  	
="000813"	德展健康	-0.54	11.13	-0.06	11.12	11.13	139174	1367	-0.44	          1.29	11.24	11.35	11.04	11.19	    25.63	155998608	  0.65	化学制药	新疆	2.77	11.21	63610	75564	  0.84	357	768	--  	630600	          0.01	--  	--  	         10.81	        120.27亿	        249.48亿	  0.74	   3504	     40	        0.0004	-2	-2.88	-21.89	22.71	21.24	          2.46	         63.01亿	27.91	31.30	0.56	-- -- 				0.45	1.43	-1.34	0.17	-0.98	-1.94	0.82	-0.70	20190402	19980519	         22.41	--  	--  	58.52	51.51	          0.00	11.98	51.34	5.59	0.58	6.83	2.06	17.55	7.07	26.47	1.93	8.51	0.04	8.51	7.30	7.30	7.25	35.99	2.26	2.22	17393.00	         32550	36.23万	15.24	94.30	          4.84	110.50	9.42	0.00	0.326㈢	          2.30	0.00	          0.32	          1.61	          0.10	         88.02	  14.17㈢	         92.70	         32.15	         27.58	0.64	818	000813	--  	--  	--  	
="000815"	美利云	10.02	11.42	1.04	11.42	--  	30506	169	0.00	          0.96	11.42	11.42	11.42	10.38	   179.46	34838148	  0.44	造纸	宁夏	0.00	11.42	22754	7752	  2.94	233643	0	--  	17513700	          0.65	7.66	266820304	          3.17	         36.18亿	         79.40亿	 11.30	    358	     85	        0.0027	3	33.10	37.76	65.27	69.19	          1.28	         27.14亿	179.46	179.46	0.86	顶部缩量				10.02	10.02	10.02	10.02	0.00	0.00	0.00	0.00	20190425	19980609	          6.95	--  	--  	31.01	20.35	          0.31	33.36	16.37	8.28	0.23	8.07	6.00	0.75	19.59	10.49	9.11	0.46	0.25	0.49	0.45	0.44	0.16	-6.89	1.19	0.09	21800.00	         10902	12.45万	73.52	24.65	          3.90	66.76	7.57	0.00	0.064㈣	          2.93	0.00	          2.82	         -0.99	          0.17	         65.63	   2.17㈣	         13.11	          4.43	          4.22	0.01	1134	000815	--  	--  	--  	
="000816"	*ST慧业	-4.92	2.32	-0.12	--  	2.32	313649	1619	0.00	          2.35	2.41	2.44	2.32	2.44	   265.27	73515464	  1.18	农用机械	江苏	4.92	2.34	205551	108098	  1.90	0	5972	--  	1119800	          0.04	0.02	1385504	         13.36	         31.00亿	         32.92亿	 -3.64	   1897	    165	        0.0012	-1	-4.14	3.11	37.28	51.63	          2.99	         24.34亿	79.96	79.96	0.76	-- -- 				-1.23	0.00	-4.92	-3.94	-3.73	-4.92	0.00	-0.98	20190426	19970818	         14.19	--  	--  	55.69	31.16	          2.88	38.86	25.50	10.14	14.45	20.56	2.09	1.84	14.14	3.58	3.09	0.02	0.02	0.02	0.01	0.03	-0.03	1.84	-0.46	0.69	114090.00	          9195	2.13万	105.53	-8.50	          1.06	-70.99	9.19	0.43	0.002㈠	          2.20	0.00	          1.00	          0.13	         -0.03	         55.96	   0.10㈠	         13.66	          0.42	          0.87	0.02	2337	000816	--  	--  	--  	
="000818"	航锦科技	0.86	12.93	0.11	12.93	12.94	164549	1751	0.15	          2.45	12.60	13.25	12.57	12.82	    20.24	213322016	  1.09	化工原料	辽宁	5.30	12.96	88670	75879	  1.17	154	508	--  	1223500	          0.02	--  	--  	          6.70	         86.68亿	         89.22亿	  2.14	   2582	     64	        0.0010	4	4.52	10.32	40.39	40.09	          3.49	         61.04亿	18.38	17.73	0.71	-- -- 				-1.72	3.35	-1.95	1.12	2.62	-2.42	2.86	-0.27	20190416	19971017	          6.90	--  	--  	40.62	25.33	          0.41	36.64	12.29	12.98	5.26	14.64	3.01	4.56	8.84	9.43	7.22	1.27	0.00	1.28	1.09	1.10	1.03	9.50	0.37	-1.38	38553.00	         12244	15.83万	-13.99	3.88	          3.52	242.51	9.46	1.16	0.160㈠	          3.67	0.00	          1.28	          1.38	          0.05	         62.34	   4.35㈠	         23.43	         13.48	         11.69	0.20	4562	000818	--  	--  	--  	
="000819"	岳阳兴长	-1.00	10.90	-0.11	10.89	10.90	51769	406	0.00	          1.91	11.03	11.08	10.75	11.01	    56.80	56593520	  0.67	石油加工	湖南	3.00	10.93	28761	23007	  1.25	251	494	--  	332000	          0.02	--  	--  	          2.71	         29.57亿	         29.58亿	  0.28	   1655	     31	        0.0012	-2	-8.01	-1.80	18.61	23.44	          3.10	         18.19亿	56.80	56.80	0.78	-- -- 				0.18	0.64	-2.36	-0.71	-1.18	-1.62	1.40	-0.29	20190330	19970625	          2.71	--  	--  	8.62	7.33	          0.24	12.15	6.55	1.52	0.28	1.05	0.40	0.15	0.70	20.11	18.42	0.70	0.02	0.70	0.47	0.52	0.52	2.49	0.95	0.43	31313.00	          5329	5.81万	628.63	26.64	          4.03	31.21	1.47	0.18	0.192㈣	          2.70	0.00	          0.26	          0.92	          0.35	         85.07	   7.10㈣	          8.43	          3.50	          2.59	0.02	665	000819	--  	--  	--  	
="000820"	ST节能	-5.07	4.68	-0.25	--  	4.68	85713	37	0.00	          2.98	4.80	4.81	4.68	4.93	--  	40272728	  0.29	环境保护	辽宁	2.64	4.70	37115	48598	  0.76	0	44102	--  	1489900	          0.11	0.51	20639736	          2.88	         13.46亿	         29.82亿	 -3.79	    867	     99	        0.0034	-2	-8.77	-27.44	-12.52	-16.28	          2.98	         13.46亿	--  	8.57	1.44	-- -- 				-2.64	-2.43	-5.07	-4.69	-2.50	-2.70	0.00	-0.38	20190416	19980630	          6.37	--  	--  	27.42	9.53	          0.00	65.25	26.87	0.05	0.28	15.69	4.11	7.60	0.09	0.04	0.00	-1.31	-0.01	-1.31	-1.27	-1.27	-1.27	8.13	-0.84	-2.39	51894.00	          5543	2.59万	-141.71	-99.50	         13.76	-35.62	686.68	0.00	-0.200㈢	          0.34	0.34	          0.01	          1.28	         -0.13	         34.75	 -13.35㈢	--  	      -3027.32	      -2928.99	0.33	1056	000820	--  	--  	--  	
="000821"	京山轻机	-4.34	9.03	-0.41	9.02	9.03	87438	674	-0.10	          1.89	9.21	9.23	8.86	9.44	    33.77	79158200	  0.88	轻工机械	湖北	3.92	9.05	49095	38343	  1.28	178	428	--  	771800	          0.02	--  	--  	          4.62	         41.73亿	         48.60亿	 -3.06	   1732	     50	        0.0011	-3	-8.59	-4.24	12.03	17.89	          2.60	         30.33亿	15.39	31.72	0.87	跌破BOLL下轨				-2.44	-2.22	-6.14	-4.10	-1.95	-2.17	1.92	-0.24	20190426	19980626	          5.38	--  	--  	52.16	28.22	          1.32	43.38	30.37	3.96	1.10	19.51	9.87	9.27	16.16	22.49	17.34	1.28	1.41	1.83	1.55	1.44	-0.32	4.92	1.41	1.57	37000.00	          9078	8.20万	-6.08	46.36	          1.72	34.58	2.16	0.00	0.267㈣	          5.24	0.00	          3.00	          0.91	          0.26	         54.09	   5.10㈣	         22.90	          5.68	          6.40	1.05	2065	000821	--  	--  	--  	
="000822"	山东海化	-2.96	5.91	-0.18	5.91	5.92	173854	2237	0.17	          1.94	6.01	6.04	5.88	6.09	    14.55	103173792	  0.86	化工原料	山东	2.63	5.93	99394	74459	  1.33	214	352	--  	730800	          0.02	--  	--  	          8.95	         52.90亿	         52.90亿	 -1.68	   2155	     81	        0.0009	-2	-6.04	3.87	17.73	21.86	          3.26	         31.56亿	9.02	9.02	1.18	-- -- 				-1.31	-0.82	-3.45	-2.55	-1.66	-2.15	0.51	-0.40	20190426	19980703	          8.95	--  	--  	44.75	34.66	         -0.30	23.24	21.27	19.97	0.85	7.78	3.57	1.76	15.07	10.70	8.69	1.18	0.01	1.20	0.91	0.91	0.89	6.75	3.38	3.30	69927.00	          7637	4.51万	-35.99	-11.97	          1.53	15.67	4.95	3.38	0.102㈠	          3.87	0.00	          1.68	          0.75	          0.38	         77.44	   2.62㈠	         18.74	         11.07	          8.50	0.00	4816	000822	--  	--  	--  	
="000823"	超声电子	3.62	12.02	0.42	12.02	12.03	566283	5304	-0.24	         10.55	11.60	12.54	11.51	11.60	    23.92	686152768	  1.08	元器件	广东	8.88	12.12	264583	301700	  0.88	64	1016	--  	3222500	          0.07	--  	--  	          5.37	         64.54亿	         64.54亿	  4.90	   4212	    134	        0.0025	1	-2.29	20.93	34.15	54.10	         15.13	         44.98亿	23.92	23.92	0.99	-- -- 				0.00	8.10	-0.78	4.46	3.62	-4.15	4.43	-0.83	20190420	19971008	          5.37	--  	--  	54.32	33.14	          4.05	31.55	32.99	15.67	0.78	16.10	6.48	14.71	14.25	49.41	39.52	3.74	-0.06	3.71	3.30	2.70	2.62	11.11	4.59	0.50	49038.00	          7630	9.17万	40.61	14.03	          1.95	14.08	1.31	0.83	0.503㈣	          6.17	0.00	          2.65	          2.07	          0.85	         61.00	   8.14㈣	         20.02	          7.57	          5.46	1.93	6811	000823	--  	--  	--  	
="000825"	太钢不锈	-4.13	4.64	-0.20	4.63	4.64	599553	5899	0.00	          1.05	4.76	4.82	4.61	4.84	    19.17	280948384	  1.63	特种钢	山西	4.34	4.69	349469	250083	  1.40	955	2632	--  	4200200	          0.04	--  	--  	         56.96	        264.30亿	        264.31亿	 -2.85	   3224	    186	        0.0003	-2	-7.93	-6.64	6.42	12.08	          2.82	         98.59亿	4.05	5.72	0.86	EXPMA死叉				-1.65	-0.41	-4.75	-3.18	-2.52	-3.73	0.65	-0.95	20190426	19981021	         56.96	--  	--  	687.63	307.66	          3.50	54.75	200.25	454.62	2.55	275.28	69.23	18.46	67.72	170.77	155.47	3.34	0.27	3.38	3.33	3.45	3.28	153.39	14.52	-16.69	191076.00	         11120	5.16万	-76.41	-5.69	          0.86	18.20	1.55	2.16	0.061㈠	          5.40	0.00	          1.19	          2.69	          0.25	         44.74	   1.12㈠	          8.96	          1.95	          2.02	4.16	19901	000825	--  	--  	--  	
="000826"	启迪桑德	-1.94	12.62	-0.25	12.62	12.63	162270	2034	-0.07	          1.37	12.57	12.93	12.52	12.87	    24.68	206449552	  0.87	环境保护	湖北	3.19	12.72	73257	89013	  0.82	179	1120	--  	5293200	          0.05	--  	--  	         11.86	        149.63亿	        180.54亿	 -0.66	   3216	     50	        0.0004	-2	-4.39	-17.52	23.60	21.46	          2.11	         97.19亿	28.04	28.04	1.01	-- -- 				-2.33	0.47	-2.72	-1.15	0.40	-2.40	0.80	-0.80	20190426	19980225	         14.31	--  	--  	401.07	145.60	          4.70	62.52	109.86	31.03	80.24	142.71	7.28	64.13	61.82	23.42	17.61	2.32	0.22	2.37	1.91	1.83	1.54	49.38	-2.56	-10.08	55511.00	         13874	17.51万	-39.22	5.48	          1.38	-70.41	7.71	0.24	0.110㈠	          9.13	9.13	          4.32	          3.45	         -0.18	         36.30	   1.26㈠	         24.80	          9.91	          7.81	0.12	89660	000826	--  	--  	--  	
="000828"	东莞控股	-2.49	9.38	-0.24	9.38	9.39	36335	607	-0.20	          0.35	9.61	9.61	9.38	9.62	     9.30	34499120	  0.89	路桥	广东	2.39	9.49	20669	15665	  1.32	54	1	--  	9600	          0.00	--  	--  	         10.40	         97.51亿	         97.51亿	 -1.21	   1600	     23	        0.0002	-5	-6.10	0.32	16.96	25.57	          1.05	         32.36亿	9.30	9.30	0.90	跌破BOLL下轨				-0.10	-0.10	-2.49	-1.30	-2.39	-2.39	0.00	-1.19	20190417	19970617	         10.40	--  	--  	110.09	64.92	          0.35	40.72	22.62	15.36	2.74	26.22	0.00	0.23	11.39	16.24	5.64	13.62	3.32	13.64	10.52	10.49	8.35	34.90	22.29	6.06	33100.00	         10422	9.78万	18.27	11.79	          1.50	4.37	6.01	2.88	1.009㈣	          6.25	0.00	          1.10	          3.36	          2.14	         58.97	  16.16㈣	         65.24	         83.89	         64.60	0.00	870	000828	--  	--  	--  	
="000829"	天音控股	1.72	6.50	0.11	6.49	6.50	122963	1637	-0.30	          1.32	6.40	6.62	6.32	6.39	   146.41	79884272	  0.78	其他商业	江西	4.69	6.50	56826	66137	  0.86	66	322	--  	276500	          0.01	--  	--  	          9.30	         60.42亿	         67.45亿	  3.00	   2378	     52	        0.0006	1	-5.38	2.20	16.91	15.86	          2.20	         36.36亿	--  	--  	1.16	-- -- 				0.16	3.60	-1.10	1.67	1.56	-1.81	2.85	0.05	20190425	19971202	         10.38	--  	--  	138.81	25.01	          0.03	81.96	101.39	2.67	14.33	103.94	34.49	13.61	4.86	102.04	97.95	0.22	0.05	0.21	0.17	0.12	0.14	8.64	1.77	-3.74	60664.00	          9220	5.99万	187.11	-2.28	          2.70	38.13	0.66	0.00	0.011㈠	          2.41	0.00	          0.47	          0.83	          0.17	         18.02	   0.46㈠	          4.01	          0.21	          0.11	0.11	3425	000829	--  	--  	--  	
="000830"	鲁西化工	2.66	15.04	0.39	15.03	15.04	837443	5927	-0.12	          5.72	14.90	15.37	14.90	14.65	    15.22	1268735872	  1.23	农药化肥	山东	3.21	15.15	395386	442056	  0.89	351	3162	--  	28284700	          0.20	--  	--  	         14.64	        220.20亿	        220.32亿	  3.94	   4403	    190	        0.0013	1	-0.53	5.32	31.93	53.47	          8.62	        146.17亿	8.44	7.18	0.91	-- -- 				1.71	4.91	1.71	3.41	0.94	-2.15	0.94	-0.75	20190409	19980807	         14.65	--  	--  	279.84	111.07	          1.25	59.86	23.98	209.49	14.70	136.81	10.23	1.75	21.80	49.69	39.15	4.67	0.01	4.69	3.61	3.62	3.58	64.27	6.04	0.12	128981.00	          7535	11.33万	-55.73	1.54	          2.08	36.45	4.43	3.32	0.247㈠	          7.24	7.24	          1.49	          4.39	          0.41	         39.69	   3.26㈠	         21.20	          9.39	          7.28	1.56	11980	000830	--  	--  	--  	
